policy_id,condition,case_role,Q_Ah,t_DC_s,t_protocol_s,delta_t_raw_s,t_DC_geom_s,t_protocol_geom_s,delta_t_geom_s,delta_t_resid_s
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.7584667307153128,1820.3201537167517,1776.5568350851277,43.76331863162409,1820.3201537167506,1776.5515472758996,43.768606440851045,-0.005287809226956597
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.791317714875037,1899.162515700091,1811.7065203117934,87.45599538829765,1899.1625157000888,1811.7010462471164,87.46146945297232,-0.005474064674672263
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.8241686990347612,1978.0048776834292,1851.147819602352,126.85705808107718,1978.0048776834267,1851.138709184622,126.86616849880465,-0.009110417727470121
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.8570196831944854,2056.847239666766,2056.7412362569194,0.10600340984683498,2056.847239666765,2056.734503791245,0.11273587551977471,-0.006732465672939725
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.8898706673542098,2135.6896016501037,2106.10358347527,29.586018174833498,2135.6896016501037,2106.101729025766,29.587872624337706,-0.001854449504207878
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.922721651513934,2214.531963633443,2142.0117252260425,72.52023840740048,2214.5319636334416,2142.005829408944,72.52613422449758,-0.005895817097098188
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.9555726356736582,2293.374325616782,2178.6740445592045,114.70028105757729,2293.37432561678,2178.6663172660305,114.70800835074942,-0.007727293172138161
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,0.9884236198333827,2372.2166876001206,2235.5876806201964,136.62900697992427,2372.2166876001183,2235.5665003133886,136.65018728672976,-0.021180306805490545
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.0212746039931069,2451.0590495834585,2434.490157855133,16.568891728325525,2451.0590495834567,2434.4833346260707,16.575714957386026,-0.006823229060501035
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.054125588152831,2529.9014115667983,2472.391964199858,57.509447366940094,2529.9014115667946,2472.3861153486378,57.51529621815689,-0.005848851216796902
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.0869765723125555,2608.7437735501367,2507.763746874844,100.98002667529272,2608.743773550133,2507.756200310539,100.98757323959398,-0.00754656430126488
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.1198275564722797,2687.586135533475,2552.1767382111457,135.40939732232937,2687.586135533471,2552.156403989263,135.42973154420815,-0.020334221878783865
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.152678540632004,2766.428497516809,2760.658604967633,5.769892549175893,2766.4284975168093,2760.650070124307,5.778427392502181,-0.008534843326287955
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.1855295247917284,2845.2708595001477,2802.5190376445544,42.751821855593334,2845.270859500148,2802.515263551118,42.75559594903007,-0.0037740934367320733
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.2183805089514526,2924.1132214834824,2837.6899822936875,86.42323918979491,2924.113221483486,2837.6833263676185,86.42989511586757,-0.0066559260726535285
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.2512314931111768,3002.9555834668204,2876.8725069263714,126.08307654044893,3002.9555834668245,2876.861842457986,126.0937410088386,-0.010664468389677495
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.284082477270901,3081.797945450161,3081.786121570166,0.01182387999506318,3081.7979454501624,3081.7763094013108,0.02163604885163295,-0.00981216885656977
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.3169334614306254,3160.6403074334958,3132.011078177458,28.62922925603789,3160.6403074335008,3132.005682137457,28.63462529604385,-0.005396040005962277
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.3497844455903496,3239.482669416837,3168.011000879449,71.47166853738781,3239.4826694168387,3168.003901792363,71.4787676244755,-0.007099087087681255
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.3826354297500738,3318.325031400173,3204.5430797878325,113.78195161234044,3318.325031400177,3204.5336187775865,113.79141262259054,-0.009461010250106483
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.4154864139097982,3397.1673933835123,3260.0055137972668,137.1618795862455,3397.1673933835154,3259.98072402795,137.1866693555653,-0.024789769319795596
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.4483373980695224,3476.0097553668516,3460.280078611341,15.729676755510354,3476.0097553668543,3460.2758536913398,15.733901675514517,-0.0042249200041624135
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.4811883822292466,3554.8521173501927,3498.38530518787,56.46681216232264,3554.852117350192,3498.377498642517,56.47461870767529,-0.0078065453526505735
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.5140393663889709,3633.694479333531,3533.7093327321977,99.98514660133333,3633.69447933353,3533.700452367421,99.99402696610923,-0.008880364775905036
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.5468903505486953,3712.5368413168703,3577.6170484761055,134.91979284076479,3712.5368413168685,3577.6020189210694,134.93482239579907,-0.015029555034288933
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.5797413347084195,3791.379203300205,3786.225145598035,5.154057702170121,3791.379203300207,3786.2210716544228,5.158131645784124,-0.004073943614002928
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.6125923188681437,3870.2215652835453,3828.4837608129833,41.73780447056197,3870.221565283545,3828.4759479242207,41.745617359324115,-0.00781288876214603
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.6454433030278681,3949.063927266884,3863.6781021587562,85.38582510812785,3949.063927266883,3863.667477539862,85.39644972702126,-0.010624618893416482
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.6782942871875923,4027.9062892502234,3902.6134517989967,125.29283745122666,4027.906289250222,3902.599150010813,125.30713923940903,-0.014301788182365271
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.7111452713473165,4106.748651233563,4106.760824516179,-0.012173282616458891,4106.74865123356,4106.742781155498,0.005870078061889217,-0.018043360678348108
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.743996255507041,4185.591013216903,4157.913079066303,27.677934150599867,4185.591013216898,4157.903333034441,27.68768018245737,-0.009746031857503112
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.7768472396667652,4264.43337520024,4194.0119032401,70.42147196014048,4264.433375200237,4194.002227046388,70.43114815384888,-0.009676193708401115
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.8096982238264894,4343.275737183577,4230.419379538679,112.8563576448978,4343.275737183574,4230.407800749622,112.86793643395231,-0.011578789054510708
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.8425492079862138,4422.1180991669125,4284.5860362697285,137.532062897184,4422.118099166913,4284.5563774454695,137.56172172144397,-0.02965882425996824
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.875400192145938,4500.9604611502555,4486.068053115835,14.892408034420441,4500.960461150251,4486.058135161142,14.902325989109158,-0.009917954688717145
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.9082511763056622,4579.802823133597,4524.377521834885,55.42530129871193,4579.802823133589,4524.367572125157,55.435251008432715,-0.009949709720785904
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.9411021604653866,4658.645185116938,4559.660793202553,98.98439191438501,4658.645185116928,4559.648474668036,98.99671044889146,-0.012318534506448486
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,1.9739531446251108,4737.487547100276,4603.102929487841,134.38461761243525,4737.487547100266,4603.075603348585,134.41194375168106,-0.027326139245815284
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.006804128784835,4816.329909083613,4811.782278444288,4.54763063932478,4816.3299090836035,4811.768308607201,4.561600476402418,-0.013969837077638658
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.0396551129445597,4895.172271066951,4854.444462483404,40.7278085835469,4895.172271066944,4854.433451585604,40.738819481339306,-0.01101089779240283
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.072506097104284,4974.014633050287,4889.664985130876,84.34964791941093,4974.014633050282,4889.653377876187,84.36125517409528,-0.011607254684349755
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.105357081264008,5052.856995033622,4928.367509119545,124.4894859140777,5052.85699503362,4928.34855251774,124.50844251587932,-0.0189566018016194
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.1382080654237323,5131.699357016962,5131.645720147695,0.0536368692664837,5131.699357016958,5131.623685903126,0.07567111383195879,-0.022034244565475092
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.1710590495834565,5210.5417190003,5183.802458247575,26.739260752725386,5210.541719000295,5183.795002284407,26.746716715888397,-0.0074559631630108925
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.203910033743181,5289.384080983637,5220.0119072107545,69.37217377288289,5289.384080983635,5220.000698292282,69.38338269135238,-0.011208918469492346
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.2367610179029054,5368.226442966977,5256.305165190239,111.92127777673795,5368.226442966972,5256.28860012178,111.93784284519188,-0.01656506845392869
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.2696120020626296,5447.068804950313,5309.288601427456,137.78020352285694,5447.0688049503115,5309.257141387458,137.81166356285303,-0.03146003999609093
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.302462986222354,5525.911166933652,5511.841822029966,14.069344903685305,5525.911166933649,5511.827985130674,14.08318180297465,-0.013836899289344728
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.335313970382078,5604.753528916993,5550.368122285714,54.385406631278784,5604.753528916987,5550.356220284646,54.397308632341264,-0.01190200106248085
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.368164954541802,5683.595890900325,5585.614042561641,97.98184833868345,5683.595890900326,5585.600103656033,97.99578724429284,-0.01393890560939326
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.4010159387015264,5762.4382528836595,5628.602786986642,133.83546589701746,5762.438252883663,5628.579961791895,133.85829109176848,-0.022825194751021627
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.433866922861251,5841.280614866995,5837.305805664636,3.9748092023592108,5841.280614867002,5837.290466230915,3.9901486360877243,-0.01533943372851354
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.4667179070209753,5920.122976850333,5880.397972447287,39.725004403045205,5920.12297685034,5880.387622053497,39.73535479684324,-0.01035039379803493
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.4995688911806995,5998.965338833674,5915.6534939558,83.31184487787414,5998.965338833679,5915.640907380951,83.32443145272828,-0.012586574854140054
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.5324198753404237,6077.807700817009,5954.126440591467,123.68126022554225,6077.807700817017,5954.109577628337,123.69812318867935,-0.01686296313710045
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.565270859500148,6156.650062800345,6156.432663357935,0.21739944241016929,6156.650062800355,6156.406979307834,0.24308349252078187,-0.02568405011061259
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.598121843659872,6235.492424783677,6209.692854607326,25.799570176351153,6235.4924247836925,6209.680488782185,25.811936001507092,-0.012365825155939092
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.6309728278195967,6314.334786767014,6246.011652039344,68.32313472766964,6314.334786767032,6245.999208760218,68.3355780068141,-0.012443279144463304
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.663823811979321,6393.177148750354,6282.192268247528,110.98488050282594,6393.17714875037,6282.175762873463,111.00138587690708,-0.016505374081134505
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.696674796139045,6472.019510733695,6334.103027237196,137.91648349649859,6472.019510733709,6334.066602696272,137.95290803743683,-0.03642454093824199
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.7295257802987694,6550.861872717028,6537.5955632003825,13.266309516645379,6550.861872717047,6537.58594885435,13.2759238626968,-0.009614346051421307
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.7623767644584936,6629.704234700363,6576.355735615718,53.34849908464457,6629.704234700384,6576.343326082361,53.36090861802313,-0.01240953337855899
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.7952277486182178,6708.546596683702,6611.569121407978,96.97747527572392,6708.546596683723,6611.555180010781,96.99141667294134,-0.013941397217422491
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.828078732777942,6787.388958667046,6654.1300604222315,133.2588982448142,6787.38895866706,6654.108049675083,133.2809089919774,-0.022010747163221822
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.8609297169376666,6866.231320650378,6862.804638098088,3.4266825522900035,6866.2313206503995,6862.786459998363,3.4448606520363683,-0.01817809974636475
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.893780701097391,6945.073682633713,6906.351997879989,38.72168475372473,6945.073682633739,6906.338302974571,38.73537965916785,-0.013694905443117023
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.926631685257115,7023.9160446170545,6941.644569978102,82.2714746389529,7023.916044617076,6941.629947814108,82.28609680296813,-0.014622164015236194
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.9594826694168392,7102.758406600391,6979.903594032974,122.85481256741696,7102.758406600415,6979.8829682404275,122.87543835998713,-0.020625792570172052
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,2.9923336535765634,7181.600768583737,7181.0960042943,0.5047642894369346,7181.600768583752,7181.078413849171,0.5223547345813131,-0.017590445144378464
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.0251846377362877,7260.443130567077,7235.575084870933,24.86804569614378,7260.4431305670905,7235.559544855068,24.883585712022068,-0.015540015878286795
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.0580356218960123,7339.285492550418,7272.011467262402,67.27402528801576,7339.28549255043,7271.997651470083,67.28784108034688,-0.013815792331115517
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.0908866060557365,7418.127854533758,7308.086223092305,110.04163144145332,7418.127854533767,7308.069043593261,110.05881094050619,-0.017179499052872416
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.1237375902154607,7496.970216517099,7359.016756324752,137.95346019234694,7496.970216517107,7358.971623498417,137.99859301868946,-0.04513282634252391
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.156588574375185,7575.812578500436,7563.348288864638,12.464289635798195,7575.812578500444,7563.332165643071,12.480412857373267,-0.01612322157507151
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.189439558534909,7654.654940483774,7602.342180127455,52.312760356318904,7654.654940483782,7602.328770822,52.32616966178284,-0.013409305463937926
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.2222905426946333,7733.4973024671135,7637.528828583053,95.96847388406059,7733.49730246712,7637.513548434224,95.98375403289629,-0.015280148835699947
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.255141526854358,7812.33966445045,7679.686356771816,132.65330767863452,7812.339664450459,7679.662645075876,132.67701937458332,-0.023711695948804845
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.287992511014082,7891.182026433791,7888.276161744649,2.905864689142618,7891.182026433797,7888.253370762454,2.9286556713423124,-0.022790982199694554
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.3208434951738064,7970.024388417129,7932.300415287052,37.723973130076956,7970.024388417135,7932.285333916772,37.73905450036273,-0.01508137028577039
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.3536944793335306,8048.866750400472,7967.635832124996,81.23091827547523,8048.866750400473,7967.620382558,81.24636784247377,-0.015449566998540831
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.386545463493255,8127.709112383816,8005.689934023093,122.01917836072334,8127.709112383812,8005.668025378112,122.04108700569941,-0.02190864497606526
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.419396447652979,8206.551474367157,8205.649879919603,0.9015944475540891,8206.55147436715,8205.610017261259,0.9414571058914589,-0.039862658337369794
fixed_AC0p38,Chen2020_DFN_Day35_fixed_AC0p38,fixed_near_boundary_baseline,3.4522474318127037,8285.393836350495,8261.444029316674,23.949807033821344,8285.39383635049,8261.431914108121,23.96192224236802,-0.012115208546674694
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.2,479.9999999999992,404.8902017962497,75.1097982037495,480.0,404.8874175234484,75.11258247655161,-0.002784272802102805
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.23285098415972427,558.8423619833372,429.0158725582055,129.82648942513174,558.8423619833383,429.0123544061612,129.83000757717707,-0.0035181520453306803
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.2657019683194486,637.6847239666753,453.3126584236855,184.3720655429898,637.6847239666766,453.3081656991503,184.37655826752632,-0.004492724536532933
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.29855295247917285,716.5270859500133,482.39420559871564,234.13288035129767,716.5270859500148,482.3868610511405,234.1402248988743,-0.0073445475766220625
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.3314039366388971,795.3694479333518,738.322261738804,57.04718619454786,795.3694479333531,738.3187528879249,57.05069504542814,-0.003508850880280079
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.3642549207986214,874.2118099166894,763.2073345730379,111.0044753436515,874.2118099166912,763.2025151951398,111.00929472155144,-0.004819377899934807
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.39710590495834563,953.0541719000283,787.0647265130814,165.98944538694695,953.0541719000295,787.0591117665945,165.995060133435,-0.0056147464880496045
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.42995688911806995,1031.8965338833668,813.6778119760643,218.21872190730255,1031.896533883368,813.6677202348874,218.22881364848058,-0.010091741178030134
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.4628078732777942,1110.7388958667048,856.5795707340974,254.15932513260736,1110.7388958667061,856.5515714908853,254.18732437582082,-0.027999243213457703
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.4956588574375185,1189.5812578500427,1097.2892601118074,92.2919977382353,1189.5812578500443,1097.2835061019275,92.29775174811675,-0.005754009881457023
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.5285098415972427,1268.4236198333801,1121.1051798352623,147.3184399981178,1268.4236198333824,1121.0981489526964,147.325470880686,-0.007030882568187735
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.5613608257569671,1347.2659818167197,1146.2293489174842,201.03663289923543,1347.265981816721,1146.2182198596583,201.04776195706268,-0.01112905782724738
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.5942118099166913,1426.1083438000578,1179.31155366645,246.79679013360783,1426.1083438000592,1179.2949242341538,246.8134195659054,-0.016629432297577296
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.6270627940764155,1504.9507057833966,1431.119591281571,73.8311145018256,1504.9507057833973,1431.11293193218,73.83777385121743,-0.006659349391838987
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.65991377823614,1583.7930677667357,1455.2823666183529,128.51070114838285,1583.793067766736,1455.2755472004885,128.5175205662474,-0.006819417864562638
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.6927647623958642,1662.6354297500739,1479.5351432579876,183.1002864920863,1662.635429750074,1479.5269612069235,183.1084685431506,-0.008182051064295592
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.7256157465555884,1741.477791733412,1508.3995007420936,233.07829099131845,1741.477791733412,1508.3876952880867,233.09009644532534,-0.011805454006889704
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.7584667307153128,1820.3201537167517,1764.5161683293252,55.803985387426565,1820.3201537167506,1764.506430197024,55.813723519726636,-0.009738132300071811
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.791317714875037,1899.162515700091,1789.4707676971882,109.69174800290284,1899.1625157000888,1789.4621983414524,109.70031735863631,-0.00856935573347073
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.8241686990347612,1978.0048776834292,1813.3138197081398,164.69105797528937,1978.0048776834267,1813.3037846180753,164.70109306535142,-0.010035090062046947
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.8570196831944854,2056.847239666766,1839.79399137183,217.0532482949361,2056.847239666765,1839.7822291236778,217.06501054308706,-0.011762248150944288
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.8898706673542098,2135.6896016501037,1881.5400818016567,254.14951984844697,2135.6896016501037,1881.5080335702817,254.181568079822,-0.03204823137502899
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.922721651513934,2214.531963633443,2123.5407147353662,90.99124889807672,2214.5319636334416,2123.530553635433,91.00140999800851,-0.010161099931792705
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.9555726356736582,2293.374325616782,2147.3672449174665,146.00708069931534,2293.37432561678,2147.356774214626,146.0175514021539,-0.010470702838574653
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,0.9884236198333827,2372.2166876001206,2172.413013547263,199.8036740528578,2372.2166876001183,2172.398967781912,199.81771981820657,-0.01404576534878288
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.0212746039931069,2451.0590495834585,2205.103545573403,245.9555040100554,2451.0590495834567,2205.080359013658,245.9786905697988,-0.023186559743407997
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.054125588152831,2529.9014115667983,2457.347863299856,72.55354826694247,2529.9014115667946,2457.3359963281973,72.56541523859732,-0.011866971654853842
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.0869765723125555,2608.7437735501367,2481.5502756356414,127.19349791449531,2608.743773550133,2481.5387523028285,127.20502124730456,-0.011523332809247222
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.1198275564722797,2687.586135533475,2505.7615275187604,181.8246080147146,2687.586135533471,2505.7477037404515,181.83843179301948,-0.013823778304868028
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.152678540632004,2766.428497516809,2534.417406220663,232.01109129614588,2766.4284975168093,2534.399036173219,232.02946134359036,-0.018370047444477677
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.1855295247917284,2845.2708595001477,2790.7054682487164,54.565391251431265,2845.270859500148,2790.6910390815156,54.57982041863261,-0.014429167201342352
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.2183805089514526,2924.1132214834824,2815.7336680344124,108.37955344907004,2924.113221483486,2815.7214289054973,108.39179257798878,-0.012239128918736242
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.2512314931111768,3002.9555834668204,2839.5638437642206,163.3917397025998,3002.9555834668245,2839.5495264549845,163.40605701183995,-0.014317309240141185
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.284082477270901,3081.797945450161,2865.9218613919816,215.87608405817946,3081.7979454501624,2865.9023198636664,215.89562558649595,-0.019541528316494805
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.3169334614306254,3160.6403074334958,2906.6395138377343,254.00079359576148,3160.6403074335008,2906.5978257319325,254.04248170156825,-0.04168810580677018
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.3497844455903496,3239.482669416837,3149.790103920194,89.69256549664306,3239.4826694168387,3149.776571406807,89.70609801003184,-0.013532513388781808
fixed_AC0p7,Chen2020_DFN_Day35_fixed_AC0p7,fixed_stress_baseline,1.3826354297500738,3318.325031400173,3173.62922894029,144.695802459883,3318.325031400177,3173.6158754202474,144.70915597992962,-0.01335352004662127
