file,path,file_family,size_kb,mtime,n_cols,cols_str,cols_json,has_dt_signed,signed_dt_cols,has_time_pair,time_pair_cols,has_dt_geom,dt_geom_cols,has_dt_resid,dt_resid_cols,has_Q,Q_cols,has_current,current_cols,has_voltage,voltage_cols,protocol_cols,audit_readiness,read_ok,error
results_day8_x2_three_way_dt_Q80_v2.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x2_three_way_dt_Q80_v2.csv,legacy_day8_9_10_result_summary,2.8,2026-04-27 12:38,15,condition|DC|AC|f_Hz|kappa|tau_label|dt_x2_DFN_min|dt_v01_SPMe_min|dt_exp_MJ1_min|sign_x2|sign_v01|sign_exp|x2_vs_exp|v01_vs_exp|x2_vs_v01,"[""condition"", ""DC"", ""AC"", ""f_Hz"", ""kappa"", ""tau_label"", ""dt_x2_DFN_min"", ""dt_v01_SPMe_min"", ""dt_exp_MJ1_min"", ""sign_x2"", ""sign_v01"", ""sign_exp"", ""x2_vs_exp"", ""v01_vs_exp"", ""x2_vs_v01""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""f_Hz"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day8_x4_5way_dt_Q80.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x4_5way_dt_Q80.csv,legacy_day8_9_10_result_summary,3.3,2026-04-27 12:55,21,condition|DC|AC|tau_label|kappa|dt_R1|dt_R3|dt_X2|dt_v01|dt_exp|s_R1|s_R3|s_X2|s_v01|s_exp|R1_vs_exp|R3_vs_exp|X2_vs_exp|v01_vs_exp|R1_vs_R3|R1_vs_X2,"[""condition"", ""DC"", ""AC"", ""tau_label"", ""kappa"", ""dt_R1"", ""dt_R3"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_R1"", ""s_R3"", ""s_X2"", ""s_v01"", ""s_exp"", ""R1_vs_exp"", ""R3_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""R1_vs_R3"", ""R1_vs_X2""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day8_x4_5way_dt_Q80_v2.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x4_5way_dt_Q80_v2.csv,legacy_day8_9_10_result_summary,4.4,2026-04-27 13:01,23,condition|DC|AC|tau_label|kappa|f_Hz_X4_R1|f_Hz_v01|dt_R1|dt_R3|dt_X2|dt_v01|dt_exp|s_R1|s_R3|s_X2|s_v01|s_exp|R1_vs_exp|R3_vs_exp|X2_vs_exp|v01_vs_exp|R1_vs_R3|R1_vs_X2,"[""condition"", ""DC"", ""AC"", ""tau_label"", ""kappa"", ""f_Hz_X4_R1"", ""f_Hz_v01"", ""dt_R1"", ""dt_R3"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_R1"", ""s_R3"", ""s_X2"", ""s_v01"", ""s_exp"", ""R1_vs_exp"", ""R3_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""R1_vs_R3"", ""R1_vs_X2""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label"", ""f_Hz_X4_R1"", ""f_Hz_v01""]",legacy_summary_needs_json_schema,True,
results_day8_x4_dfn_chenfreq.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x4_dfn_chenfreq.csv,legacy_day8_9_10_result_summary,17.3,2026-04-27 12:51,25,case_id|I_DC_Crate|A_Crate|f_Hz|kappa|wall_clock_s|CC_time_s|CV_time_s|total_time_s|CC_time_min|CV_time_min|total_time_min|Q_net_final_mAh|T_max_charging_C|n_AC_reversals_steps|pct_AC_reversals|status|condition|tau_label|round|tau_Chen_s|f_Hz_v01|CC_time_s_partial|T_max_charging_C_partial|V_min_phase2,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""T_max_charging_C"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""round"", ""tau_Chen_s"", ""f_Hz_v01"", ""CC_time_s_partial"", ""T_max_charging_C_partial"", ""V_min_phase2""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""condition"", ""tau_label"", ""tau_Chen_s"", ""f_Hz_v01""]",legacy_summary_needs_json_schema,True,
results_day8_x5A_dfn_corrected_mj1freq.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x5A_dfn_corrected_mj1freq.csv,legacy_day8_9_10_result_summary,9.0,2026-04-27 13:31,22,case_id|I_DC_Crate|A_Crate|f_Hz|kappa|wall_clock_s|soc_init|V_init_phase2|CC_time_s|CV_time_s|total_time_s|CC_time_min|CV_time_min|total_time_min|Q_net_final_mAh|T_max_charging_C|n_AC_reversals_steps|pct_AC_reversals|status|condition|tau_label|batch,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""soc_init"", ""V_init_phase2"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""T_max_charging_C"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""batch""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day8_x5BC_dfn_corrected_chenfreq.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x5BC_dfn_corrected_chenfreq.csv,legacy_day8_9_10_result_summary,19.3,2026-04-27 13:36,27,case_id|I_DC_Crate|A_Crate|f_Hz|kappa|wall_clock_s|soc_init|V_init_phase2|CC_time_s|CV_time_s|total_time_s|CC_time_min|CV_time_min|total_time_min|Q_net_final_mAh|T_max_charging_C|n_AC_reversals_steps|pct_AC_reversals|status|condition|tau_label|batch|tau_Chen_s|f_Hz_v01|CC_time_s_partial|T_max_charging_C_partial|V_min_phase2,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""soc_init"", ""V_init_phase2"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""T_max_charging_C"", ""n_AC_reversals_steps"", ""pct_AC_reversals"", ""status"", ""condition"", ""tau_label"", ""batch"", ""tau_Chen_s"", ""f_Hz_v01"", ""CC_time_s_partial"", ""T_max_charging_C_partial"", ""V_min_phase2""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""condition"", ""tau_label"", ""tau_Chen_s"", ""f_Hz_v01""]",legacy_summary_needs_json_schema,True,
results_day8_x5_4way_dt_Q80.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x5_4way_dt_Q80.csv,legacy_day8_9_10_result_summary,3.5,2026-04-27 13:41,18,condition|DC|AC|f_Hz|kappa|tau_label|dt_X5A|dt_X2|dt_v01|dt_exp|s_X5A|s_X2|s_v01|s_exp|X5A_vs_exp|X2_vs_exp|v01_vs_exp|X5A_vs_X2,"[""condition"", ""DC"", ""AC"", ""f_Hz"", ""kappa"", ""tau_label"", ""dt_X5A"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_X5A"", ""s_X2"", ""s_v01"", ""s_exp"", ""X5A_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""X5A_vs_X2""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""f_Hz"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day8_x5_4way_dt_Q80_v2.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day8_x5_4way_dt_Q80_v2.csv,legacy_day8_9_10_result_summary,3.5,2026-04-27 13:46,18,condition|DC|AC|f_Hz|kappa|tau_label|dt_X5A|dt_X2|dt_v01|dt_exp|s_X5A|s_X2|s_v01|s_exp|X5A_vs_exp|X2_vs_exp|v01_vs_exp|X5A_vs_X2,"[""condition"", ""DC"", ""AC"", ""f_Hz"", ""kappa"", ""tau_label"", ""dt_X5A"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_X5A"", ""s_X2"", ""s_v01"", ""s_exp"", ""X5A_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""X5A_vs_X2""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""f_Hz"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_5way_sigmoid_isolation.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_5way_sigmoid_isolation.csv,legacy_day8_9_10_result_summary,3.9,2026-04-28 11:03,19,condition|kappa|tau_label|dt_X6α-NS|dt_X6α|dt_X5A|dt_X2|dt_v01|dt_exp|s_X6α-NS|s_X6α|s_X5A|s_X2|s_v01|s_exp|X6αNS_vs_exp|X6α_vs_exp|X5A_vs_exp|X6αNS_vs_X6α,"[""condition"", ""kappa"", ""tau_label"", ""dt_X6α-NS"", ""dt_X6α"", ""dt_X5A"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_X6α-NS"", ""s_X6α"", ""s_X5A"", ""s_X2"", ""s_v01"", ""s_exp"", ""X6αNS_vs_exp"", ""X6α_vs_exp"", ""X5A_vs_exp"", ""X6αNS_vs_X6α""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_6way_fork_diagnosis.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_6way_fork_diagnosis.csv,legacy_day8_9_10_result_summary,4.4,2026-04-28 11:14,21,condition|kappa|tau_label|dt_X6β|dt_X6α-NS|dt_X6α|dt_X5A|dt_X2|dt_v01|dt_exp|s_X6β|s_X6α-NS|s_X6α|s_X5A|s_X2|s_v01|s_exp|X6β_vs_exp|X6α_vs_exp|X5A_vs_exp|X6β_vs_X6α,"[""condition"", ""kappa"", ""tau_label"", ""dt_X6β"", ""dt_X6α-NS"", ""dt_X6α"", ""dt_X5A"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_X6β"", ""s_X6α-NS"", ""s_X6α"", ""s_X5A"", ""s_X2"", ""s_v01"", ""s_exp"", ""X6β_vs_exp"", ""X6α_vs_exp"", ""X5A_vs_exp"", ""X6β_vs_X6α""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_7way_final_matrix.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_7way_final_matrix.csv,legacy_day8_9_10_result_summary,5.6,2026-04-28 11:24,26,condition|kappa|tau_label|dt_exp|s_exp|dt_X5β|s_X5β|X5β_vs_exp|dt_X5-A|s_X5-A|X5-A_vs_exp|dt_X6α|s_X6α|X6α_vs_exp|dt_X6α-NS|s_X6α-NS|X6α-NS_vs_exp|dt_X6β|s_X6β|X6β_vs_exp|dt_X2|s_X2|X2_vs_exp|dt_v0.1|s_v0.1|v0.1_vs_exp,"[""condition"", ""kappa"", ""tau_label"", ""dt_exp"", ""s_exp"", ""dt_X5β"", ""s_X5β"", ""X5β_vs_exp"", ""dt_X5-A"", ""s_X5-A"", ""X5-A_vs_exp"", ""dt_X6α"", ""s_X6α"", ""X6α_vs_exp"", ""dt_X6α-NS"", ""s_X6α-NS"", ""X6α-NS_vs_exp"", ""dt_X6β"", ""s_X6β"", ""X6β_vs_exp"", ""dt_X2"", ""s_X2"", ""X2_vs_exp"", ""dt_v0.1"", ""s_v0.1"", ""v0.1_vs_exp""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_stage2_hppc_chen2020_composite.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_stage2_hppc_chen2020_composite.csv,legacy_day8_9_10_result_summary,4.2,2026-04-28 15:23,18,case_id|soc_target|direction|wall_clock_s|n_cycles|V_pre_pulse_eq|V_pulse_start|V_pulse_end|I_pulse_A|delta_V_post_1500s_mV|R0_mohm|tau1_biexp_s|tau2_biexp_s|R2_biexp|tau_tail_s|R2_tail|status|error,"[""case_id"", ""soc_target"", ""direction"", ""wall_clock_s"", ""n_cycles"", ""V_pre_pulse_eq"", ""V_pulse_start"", ""V_pulse_end"", ""I_pulse_A"", ""delta_V_post_1500s_mV"", ""R0_mohm"", ""tau1_biexp_s"", ""tau2_biexp_s"", ""R2_biexp"", ""tau_tail_s"", ""R2_tail"", ""status"", ""error""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""tau1_biexp_s"", ""tau2_biexp_s"", ""tau_tail_s""]",legacy_summary_needs_json_schema,True,
results_day9_x5beta_natural_mj1freq.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_x5beta_natural_mj1freq.csv,legacy_day8_9_10_result_summary,8.4,2026-04-28 11:22,19,case_id|I_DC_Crate|A_Crate|f_Hz|kappa|wall_clock_s|V_rest_end|V_init_phase2|CC_time_s|CV_time_s|total_time_s|CC_time_min|CV_time_min|total_time_min|Q_net_final_mAh|status|condition|tau_label|batch,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""V_rest_end"", ""V_init_phase2"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""status"", ""condition"", ""tau_label"", ""batch""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_x5beta_phase0_3way.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_x5beta_phase0_3way.csv,legacy_day8_9_10_result_summary,3.0,2026-04-28 11:35,15,condition|kappa|tau_label|dt_X5β_p0|dt_X5β|dt_X5A|dt_exp|s_X5β_p0|s_X5β|s_X5A|s_exp|X5β_p0_vs_exp|X5β_vs_exp|X5A_vs_exp|X5β_p0_vs_X5β,"[""condition"", ""kappa"", ""tau_label"", ""dt_X5β_p0"", ""dt_X5β"", ""dt_X5A"", ""dt_exp"", ""s_X5β_p0"", ""s_X5β"", ""s_X5A"", ""s_exp"", ""X5β_p0_vs_exp"", ""X5β_vs_exp"", ""X5A_vs_exp"", ""X5β_p0_vs_X5β""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_x5beta_phase0_mj1freq.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_x5beta_phase0_mj1freq.csv,legacy_day8_9_10_result_summary,9.1,2026-04-28 11:35,20,case_id|I_DC_Crate|A_Crate|f_Hz|kappa|wall_clock_s|V_rest_end|V_init_phase2|actual_phase2_start_s|phase_offset_vs_est_s|sin_at_phase2_start|CC_time_s|CV_time_s|CC_time_min|CV_time_min|Q_net_final_mAh|status|condition|tau_label|batch,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""V_rest_end"", ""V_init_phase2"", ""actual_phase2_start_s"", ""phase_offset_vs_est_s"", ""sin_at_phase2_start"", ""CC_time_s"", ""CV_time_s"", ""CC_time_min"", ""CV_time_min"", ""Q_net_final_mAh"", ""status"", ""condition"", ""tau_label"", ""batch""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_x5beta_v2_3way.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_x5beta_v2_3way.csv,legacy_day8_9_10_result_summary,2.7,2026-04-28 12:49,14,condition|tau_label|dt_X5β_v2|dt_X5β_p0|dt_X5A|dt_exp|s_X5β_v2|s_X5β_p0|s_X5A|s_exp|X5β_v2_vs_exp|X5β_p0_vs_exp|X5A_vs_exp|X5β_v2_vs_p0,"[""condition"", ""tau_label"", ""dt_X5β_v2"", ""dt_X5β_p0"", ""dt_X5A"", ""dt_exp"", ""s_X5β_v2"", ""s_X5β_p0"", ""s_X5A"", ""s_exp"", ""X5β_v2_vs_exp"", ""X5β_p0_vs_exp"", ""X5A_vs_exp"", ""X5β_v2_vs_p0""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_x5beta_v2_truephase0_mj1freq.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_x5beta_v2_truephase0_mj1freq.csv,legacy_day8_9_10_result_summary,7.5,2026-04-28 12:49,18,case_id|I_DC_Crate|A_Crate|f_Hz|kappa|V_rest_end|V_init_phase2|sin_at_phase2_start|CC_time_s|CV_time_s|CC_time_min|CV_time_min|Q_net_final_mAh|wall_clock_s|status|condition|tau_label|batch,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""V_rest_end"", ""V_init_phase2"", ""sin_at_phase2_start"", ""CC_time_s"", ""CV_time_s"", ""CC_time_min"", ""CV_time_min"", ""Q_net_final_mAh"", ""wall_clock_s"", ""status"", ""condition"", ""tau_label"", ""batch""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_x6alpha_4way_dual_Q80.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_x6alpha_4way_dual_Q80.csv,legacy_day8_9_10_result_summary,4.6,2026-04-28 10:55,19,condition|kappa|tau_label|dt_X6α_nom|dt_X5A_nom|dt_X2_nom|dt_v01_nom|dt_exp|dt_X6α_base|dt_X5A_base|dt_X2_base|s_X6α|s_X5A|s_X2|s_v01|s_exp|X6α_vs_exp|X5A_vs_exp|X6α_vs_X5A,"[""condition"", ""kappa"", ""tau_label"", ""dt_X6α_nom"", ""dt_X5A_nom"", ""dt_X2_nom"", ""dt_v01_nom"", ""dt_exp"", ""dt_X6α_base"", ""dt_X5A_base"", ""dt_X2_base"", ""s_X6α"", ""s_X5A"", ""s_X2"", ""s_v01"", ""s_exp"", ""X6α_vs_exp"", ""X5A_vs_exp"", ""X6α_vs_X5A""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
results_day9_x6alpha_composite_sigmoid_mj1freq.csv,/Users/louislu/pybamm-dcac-superimposed/data/results_day9_x6alpha_composite_sigmoid_mj1freq.csv,legacy_day8_9_10_result_summary,7.9,2026-04-28 10:48,20,case_id|I_DC_Crate|A_Crate|f_Hz|kappa|wall_clock_s|V_init_phase2|CC_time_s|CV_time_s|total_time_s|CC_time_min|CV_time_min|total_time_min|Q_net_final_mAh|status|condition|tau_label|batch|CC_time_s_partial|V_min_phase2,"[""case_id"", ""I_DC_Crate"", ""A_Crate"", ""f_Hz"", ""kappa"", ""wall_clock_s"", ""V_init_phase2"", ""CC_time_s"", ""CV_time_s"", ""total_time_s"", ""CC_time_min"", ""CV_time_min"", ""total_time_min"", ""Q_net_final_mAh"", ""status"", ""condition"", ""tau_label"", ""batch"", ""CC_time_s_partial"", ""V_min_phase2""]",False,[],False,[],False,[],False,[],False,[],False,[],False,[],"[""case_id"", ""I_DC_Crate"", ""f_Hz"", ""condition"", ""tau_label""]",legacy_summary_needs_json_schema,True,
